year,"title"
2022,"Transportation Research Procedia"
2022,"Transportation Research Record"
2022,"Transportation Science"
2022,"Travel Medicine and Infectious Disease"
2022,"Trees, Forests and People"
2022,"Trends in Biotechnology"
2022,"Trends in Microbiology"
2022,"Trials"
2022,"Tropical Agriculture"
2022,"Tropical Animal Science Journal"
2022,"Tropical Medicine and Infectious Disease"
2022,"Tunisia's Economic Development: Why Better than Most of the Middle East but Not East Asia"
2022,"Turkish Journal of Pediatrics"
2022,"Understanding and Cultivating Well-being for the Pediatrician: A compilation of the latest evidence in pediatrician well-being science"
2022,"Universal Journal of Agricultural Research"
2022,"Unpacking School Lunch: Understanding the Hidden Politics of School Food"
2022,"Unsustainable World: Are We Losing the Battle to Save Our Planet?"
2022,"Urban Affairs Review"
2022,"Urban Agriculture and Regional Food Systems"
2022,"Urban Book Series"
2022,"Urban Forestry and Urban Greening"
2022,"Urban Studies"
2022,"Urology"
2022,"US Geological Survey Data Report"
2022,"USGS Scientific Investigations Report"
2022,"Using Self-Efficacy for Improving Retention and Success of Diverse Student Populations"
2022,"Vaccine"
2022,"Vaccine: X"
2022,"Vaccines"
2022,"Value in Health"
2022,"Vegetation History and Archaeobotany"
2022,"Veterinary Clinics of North America - Food Animal Practice"
2022,"Veterinary Medicine and Science"
2022,"Veterinary Sciences"
2022,"Victims and Offenders"
2022,"Viruses"
2022,"Vision"
2022,"Voluntary Sector Review"
2022,"Water (Switzerland)"
2022,"Water Research"
2022,"Water Resources Allocation and Agriculture: Transitioning from Open to Regulated Access"
2022,"Water Resources and Economics"
2022,"Water Resources Research"
2022,"Weather, Climate, and Society"
2022,"Web Ecology"
2022,"Weed Research"
2022,"Weed Science"
2022,"Weed Technology"
2022,"Western Journal of Communication"
2022,"Western Journal of Emergency Medicine"
2022,"Western Journal of Nursing Research"
2022,"Wetland Development in Paddy Fields and Disaster Management"
2022,"Why Nations Fail to Feed the Poor: The Politics of Food Security in Bangladesh"
2022,"Wildlife Research"
2022,"Wilson Journal of Ornithology"
2022,"Women's Health Reports"
2022,"Women's Reproductive Health"
2022,"Work, Aging and Retirement"
2022,"Working with Older People"
2022,"Workplace Health and Safety"
2022,"World Development"
2022,"World Development Perspectives"
2022,"World Economy"
2022,"World Neurosurgery"
2022,"World Review of Science, Technology and Sustainable Development"
2022,"World Sustainability Series"
2022,"WPES 2022 - Proceedings of the 21st Workshop on Privacy in the Electronic Society, co-located with CCS 2022"
2022,"Written Communication"
2022,"WTO Law and Policy: A Political Economy Approach"
2023,"2023 11th International Conference on Agro-Geoinformatics, Agro-Geoinformatics 2023"
2023,"2023 57th Annual Conference on Information Sciences and Systems, CISS 2023"
2023,"2023 International Conference on Science, Engineering and Business for Sustainable Development Goals, SEB-SDG 2023"
2023,"A Companion to Biological Anthropology, Second Edition"
2023,"A Global Humanities Approach to the United Nations’ Sustainable Development Goals: Understanding Planet, People, and Prosperity"
2023,"A Researcher’s Guide to Using Electronic Health Records: From Planning to Presentation, Second Edition"
2023,"Aboriginal Art and Australian Racial Hegemony: Decolonising Consciousness"
2023,"Academic Emergency Medicine"
2023,"Academic Pediatrics"
2023,"Academic Psychiatry"
2023,"Accident Analysis and Prevention"
2023,"Accounting, Organizations and Society"
2023,"Achieving Whole Health: A New Approach for Veterans and the Nation"
2023,"ACM Web Conference 2023 - Companion of the World Wide Web Conference, WWW 2023"
2023,"ACM Web Conference 2023 - Proceedings of the World Wide Web Conference, WWW 2023"
2023,"ACS Agricultural Science and Technology"
2023,"ACS Applied Materials and Interfaces"
2023,"ACS Food Science and Technology"
2023,"ACS Sustainable Chemistry and Engineering"
2023,"Acta Agriculturae Scandinavica A: Animal Sciences"
2023,"Acta Dermato-Venereologica"
2023,"Acta Ecologica Sinica"
2023,"Acta Horticulturae"
2023,"Acta Scientiarum - Technology"
2023,"Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis"
2023,"Addiction"
2023,"Addictive Behaviors"
2023,"Addressing the Long-Term Effects of the COVID-19 Pandemic on Children and Families"
2023,"Administration and Society"
2023,"Advanced Emergency Nursing Journal"
2023,"Advanced Materials"
2023,"Advanced Sustainable Systems"
2023,"Advances in 21st Century Human Settlements"
2023,"Advances in Agriculture"
2023,"Advances in Agronomy"
2023,"Advances in Business Statistics, Methods and Data Collection"
2023,"Advances in Cyberology and the Advent of the Next-Gen Information Revolution"
2023,"Advances in Insect Physiology"
2023,"Advances in Nutrition"
2023,"Advances in Social Work"
2023,"African Development Review"
2023,"African Journal of Food, Agriculture, Nutrition and Development"
2023,"Ageing International"
2023,"Aging in America"
2023,"Agribusiness"
2023,"Agricultural and Environmental Letters"
2023,"Agricultural and Food Economics"
2023,"Agricultural and Forest Entomology"
2023,"Agricultural and Forest Meteorology"
2023,"Agricultural and Resource Economics"
2023,"Agricultural and Resource Economics Review"
2023,"Agricultural Economics (Czech Republic)"
2023,"Agricultural Economics (United Kingdom)"
2023,"Agricultural Finance Review"
2023,"Agricultural History"
2023,"Agricultural Sector in India: Accelerating Growth and Enhancing Competitiveness"
2023,"Agricultural Systems"
2023,"Agricultural Water Management"
2023,"Agriculture (Switzerland)"
2023,"Agriculture and Food Security"
2023,"Agriculture and Human Values"
2023,"Agriculture, Ecosystems and Environment"
2023,"AgriEngineering"
2023,"Agroecology and Sustainable Food Systems"
2023,"Agronomy"
2023,"Agronomy for Sustainable Development"
2023,"Agronomy Journal"
2023,"Agrosystems, Geosciences and Environment"
2023,"AIDS and Behavior"
2023,"AIP Conference Proceedings"
2023,"Alimentary Pharmacology and Therapeutics"
2023,"AlterNative"
2023,"Alzheimer Disease and Associated Disorders"
2023,"Alzheimer's and Dementia"
2023,"Ambio"
2023,"American Behavioral Scientist"
2023,"American Economic Journal: Macroeconomics"
2023,"American Economic Journal: Microeconomics"
2023,"American Family Physician"
2023,"American Journal of Agricultural Economics"
2023,"American Journal of Cardiology"
2023,"American Journal of Clinical Nutrition"
2023,"American Journal of Criminal Justice"
2023,"American Journal of Economics and Sociology"
2023,"American Journal of Epidemiology"
2023,"American Journal of Gastroenterology"
2023,"American Journal of Geriatric Psychiatry"
2023,"American Journal of Health Behavior"
2023,"American Journal of Health Education"
2023,"American Journal of Health Promotion"
2023,"American Journal of Hospice and Palliative Medicine"
2023,"American Journal of Human Biology"
2023,"American Journal of Hypertension"
2023,"American Journal of Industrial Medicine"
2023,"American Journal of Managed Care"
2023,"American Journal of Obstetrics and Gynecology"
2023,"American Journal of Obstetrics and Gynecology MFM"
2023,"American Journal of Orthopsychiatry"
2023,"American Journal of Perinatology"
2023,"American Journal of Preventive Medicine"
2023,"American Journal of Public Health"
2023,"American Journal of Respiratory and Critical Care Medicine"
2023,"American Journal of Sociology"
2023,"American Journal of Surgery"
2023,"American Journal on Addictions"
2023,"American Surgeon"
2023,"Analytic Methods in Accident Research"
2023,"Analytical and Bioanalytical Chemistry"
2023,"Anatomical Sciences Education"
2023,"Animal"
2023,"Animal Frontiers"
2023,"Animals"
2023,"Annales de Geographie"
2023,"Annals of Allergy, Asthma and Immunology"
2023,"Annals of Applied Biology"
2023,"Annals of Behavioral Medicine"
2023,"Annals of Emergency Medicine"
2023,"Annals of Epidemiology"
2023,"Annals of Family Medicine"
2023,"Annals of GIS"
2023,"Annals of Global Health"
2023,"Annals of Internal Medicine"
2023,"Annals of Laboratory Medicine"
2023,"Annals of Operations Research"
2023,"Annals of Otology, Rhinology and Laryngology"
2023,"Annals of Regional Science"
2023,"Annals of Surgical Oncology"
2023,"Annals of the American Association of Geographers"
2023,"Annals of Thoracic Surgery"
2023,"Annals of Work Exposures and Health"
2023,"Annual Review of Chemical and Biomolecular Engineering"
2023,"Annual Review of Nutrition"
2023,"Annual Review of Public Health"
2023,"Annual Review of Resource Economics"
2023,"Annual Review of Sociology"
2023,"Anthropology of Work Review"
2023,"Antibiotics"
2023,"Antimicrobial Resistance and Infection Control"
2023,"Antipode"
2023,"ANZ Journal of Surgery"
2023,"Appetite"
2023,"Applied Animal Science"
2023,"Applied Biochemistry and Biotechnology"
2023,"Applied Clinical Informatics"
2023,"Applied Economic Perspectives and Policy"
2023,"Applied Economics"
2023,"Applied Economics Letters"
2023,"Applied Energy"
2023,"Applied Geography"
2023,"Applied Linguistics Review"
2023,"Applied Sciences (Switzerland)"
2023,"Applied Soil Ecology"
2023,"Applied Spatial Analysis and Policy"
2023,"Applied Surface Science"
2023,"Aquaculture"
2023,"Aquaculture International"
2023,"Arab Gulf Journal of Scientific Research"
2023,"Archives of Disease in Childhood"
2023,"Archives of Osteoporosis"
2023,"Archives of Sexual Behavior"
2023,"Archives of Suicide Research"
2023,"Armed Forces and Society"
2023,"Art Education"
2023,"Artificial Intelligence and Advanced Analytics for Food Security"
2023,"Arts and Humanities in Higher Education"
2023,"ASEE Annual Conference and Exposition, Conference Proceedings"
2023,"Asia Pacific Journal of Health Management"
2023,"Asia Pacific Journal of Social Work and Development"
2023,"Asia-Pacific Economic History Review"
2023,"Asian Geographer"
2023,"Asian Journal of Communication"
2023,"Asian Pacific Journal of Cancer Prevention"
2023,"Atmospheric Environment"
2023,"Austral Ecology"
2023,"Australasian Accounting, Business and Finance Journal"
2023,"Australasian Journal of Environmental Management"
2023,"Australasian Journal on Ageing"
2023,"Australasian Psychiatry"
2023,"Australian and New Zealand Journal of Obstetrics and Gynaecology"
2023,"Australian and New Zealand Journal of Psychiatry"
2023,"Australian and New Zealand Journal of Public Health"
2023,"Australian and New Zealand Journal of Statistics"
2023,"Australian Critical Care"
2023,"Australian Educational Researcher"
2023,"Australian Geographer"
2023,"Australian Health Review"
2023,"Australian Journal of Agricultural and Resource Economics"
2023,"Australian Journal of Political Science"
2023,"Australian journal of primary health"
2023,"Australian Journal of Psychology"
2023,"Australian Journal of Public Administration"
2023,"Australian Journal of Rural Health"
2023,"Australian Journal of Social Issues"
2023,"Australian Psychologist"
2023,"Australian Review of Applied Linguistics"
2023,"Australian Social Work"
2023,"B.E. Journal of Economic Analysis and Policy"
2023,"Bacterial Diseases of Rice and Their Management"
2023,"Bandwidth Recovery for Schools: Helping Pre-K-12 Students Regain Cognitive Resources Lost to Poverty, Trauma, Racism, and Social Marginalization"
2023,"Behavioural Processes"
2023,"Behavioural Public Policy"
2023,"Benha Medical Journal"
2023,"Beverages"
2023,"Bio-based and Applied Economics"
2023,"Biochemistry"
2023,"Biodiversitas"
2023,"Biodiversity and Conservation"
2023,"Bioenergy Research"
2023,"Biofuels"
2023,"Biofuels, Bioproducts and Biorefining"
2023,"Biological Conservation"
2023,"Biological Control"
2023,"Biomanufacturing for Sustainable Production of Biomolecules"
2023,"Biomechanical Mapping of the Female Pelvic Floor"
2023,"BioMed Research International"
2023,"BioMedical Engineering Online"
2023,"Biomedicines"
2023,"Biomolecules"
2023,"Bioresource Technology Reports"
2023,"Biosensors"
2023,"Biosystems Engineering"
2023,"Biotechnologies and Genetics in Plant Mutation Breeding"
2023,"Biotechnology Advances"
2023,"Birds"
2023,"Birth"
2023,"Birth Defects Research"
2023,"Blockchain in Supply Chain Digital Transformation"
2023,"BMC Genomics"
2023,"BMC Geriatrics"
2023,"BMC Health Services Research"
2023,"BMC Medical Informatics and Decision Making"
2023,"BMC Microbiology"
2023,"BMC Musculoskeletal Disorders"
2023,"BMC Nutrition"
2023,"BMC Ophthalmology"
2023,"BMC Palliative Care"
2023,"BMC Pediatrics"
2023,"BMC Pregnancy and Childbirth"
2023,"BMC Primary Care"
2023,"BMC Public Health"
2023,"BMC Research Notes"
2023,"BMJ"
2023,"BMJ Open"
2023,"BMJ Paediatrics Open"
2023,"BMJ Supportive and Palliative Care"
2023,"Bone Reports"
2023,"Borsa Istanbul Review"
2023,"Bragantia"
2023,"Brain Sciences"
2023,"Breaking Apart Intimate Partner Violence and Abuse"
2023,"Breaking the Poverty Code: An Integrative Approach to Measuring Multidimensional Poverty in Mexico"
2023,"Breast Cancer Research and Treatment"
2023,"British Food Journal"
2023,"British Journal of Cancer"
2023,"British Journal of Nutrition"
2023,"Buffalo Bulletin"
2023,"Building Health and Wellbeing"
2023,"Buildings"
2023,"Business Strategy and Development"
2023,"California Agriculture"
2023,"Canadian Journal of Agricultural Economics"
2023,"Canadian Journal of Educational Administration and Policy"
2023,"Canadian Journal of Emergency Medicine"
2023,"Canadian Journal of Higher Education"
2023,"Canadian Journal of Plant Science"
2023,"Canadian Journal of Public Health"
2023,"Canadian Journal of Soil Science"
2023,"Canadian Journal of Speech-Language Pathology and Audiology"
2023,"Canadian Journal of Surgery"
2023,"Canadian Journal of Veterinary Research"
2023,"Canadian Journal of Zoology"
2023,"Canadian Journal on Aging"
2023,"Canadian Water Resources Journal"
2023,"Cancer Causes and Control"
2023,"Cancer Epidemiology"
2023,"Cancer Epidemiology Biomarkers and Prevention"
2023,"Cancer Medicine"
2023,"Cancer Reports"
2023,"Cancers"
2023,"Carbon Management"
2023,"Cardiology in the Young"
2023,"Case Studies in Disaster Recovery: A Volume in the Disaster and Emergency Management: Case Studies in Adaptation and Innovation Series"
2023,"CEUR Workshop Proceedings"
2023,"Chemosphere"
2023,"Child Abuse and Neglect"
2023,"Child and Adolescent Social Work Journal"
2023,"Child and Family Social Work"
2023,"Child Indicators Research"
2023,"Child Maltreatment"
2023,"Child Neuropsychology"
2023,"Child Psychiatry and Human Development"
2023,"Child: Care, Health and Development"
2023,"Childhood Obesity"
2023,"Childhood obesity (Print)"
2023,"Children"
2023,"Children and Youth Services Review"
2023,"China Agricultural Economic Review"
2023,"China Economic Review"
2023,"Chinese Medicine for Upper Body Pain"
2023,"Chronic Illness Care: Principles and Practice, Second Edition"
2023,"Chronobiology International"
2023,"Ciencia e Saude Coletiva"
2023,"Ciencia Rural"
2023,"CIN - Computers Informatics Nursing"
2023,"Circular Economy and Sustainability"
2023,"Circulation"
2023,"Circulation Research"
2023,"Circulation: Cardiovascular Quality and Outcomes"
2023,"Cities"
2023,"Cities and Health"
2023,"Climate"
2023,"Climate and Development"
2023,"Climate Change and Estuaries"
2023,"Climate Risk Management"
2023,"Clinical Analytics and Data Management for the DNP, Third Edition"
2023,"Clinical and Experimental Ophthalmology"
2023,"Clinical Chemistry and Laboratory Medicine"
2023,"Clinical Decision Support and beyond: Progress and Opportunities in Knowledge-Enhanced Health and Healthcare"
2023,"Clinical Gerontologist"
2023,"Clinical Infectious Diseases"
2023,"Clinical Nephrology"
2023,"Clinical Nutrition ESPEN"
2023,"Clinical Obstetrics and Gynecology"
2023,"Clinical Orthopaedics and Related Research"
2023,"Clinical Pediatrics"
2023,"Clinical Psychological Science"
2023,"Clinics in Chest Medicine"
2023,"Clinics in Perinatology"
2023,"Cliometrica"
2023,"Cluster Computing"
2023,"CMAJ. Canadian Medical Association Journal"
2023,"Coffee Science"
2023,"Cogent Engineering"
2023,"Cogent Food and Agriculture"
2023,"Cogent Social Sciences"
2023,"Collegian"
2023,"Columbia Journal of Law and Social Problems"
2023,"Combustion Chemistry and the Carbon Neutral Future: What will the Next 25 Years of Research Require?"
2023,"Communication Studies"
2023,"Communications Biology"
2023,"Communications Earth and Environment"
2023,"Communications in Soil Science and Plant Analysis"
2023,"Community College Journal of Research and Practice"
2023,"Community Dentistry and Oral Epidemiology"
2023,"Community Development"
2023,"Community Mental Health Journal"
2023,"Community, Work and Family"
2023,"Comparative Political Studies"
2023,"Comprehensive Reviews in Food Science and Food Safety"
2023,"Computer Methods and Programs in Biomedicine"
2023,"Computers and Electronics in Agriculture"
2023,"Computers and Operations Research"
2023,"Computers, Environment and Urban Systems"
2023,"Computers, Materials and Continua"
2023,"Concurrency and Computation: Practice and Experience"
2023,"Conference on Human Factors in Computing Systems - Proceedings"
2023,"Conservation Biology"
2023,"Conservation Physiology"
2023,"Conservation Science and Practice"
2023,"Constructive Discontent in Execution: Creative Approaches to Technology and Management"
2023,"Contemporary Clinical Trials"
2023,"Contemporary Clinical Trials Communications"
2023,"Contemporary Economic Policy"
2023,"Contemporary Issues in Early Childhood"
2023,"Contraception"
2023,"Contributions to Management Science"
2023,"Convergence of Cloud Computing, AI, and Agricultural Science"
2023,"Cosmopolitan Civil Societies"
2023,"COVID-19, Frontline Responders and Mental Health: A Playbook for Delivering Resilient Public Health Systems Post-Pandemic"
2023,"Crime and Delinquency"
2023,"Crime, Law and Social Change"
2023,"Criminology and Public Policy"
2023,"Crises in Oil, Gas and Petrochemical Industries: Disasters and Environmental Challenges"
2023,"Critical Asian Studies"
2023,"Critical Care Clinics"
2023,"Critical Criminology"
2023,"Critical Public Health"
2023,"Critical Reviews in Food Science and Nutrition"
2023,"Crohn's and Colitis 360"
2023,"Crop and Environment"
2023,"Crop and Pasture Science"
2023,"Crop Protection"
2023,"Crop Science"
2023,"Crop, Forage and Turfgrass Management"
2023,"Current Atherosclerosis Reports"
2023,"Current Developments in Nutrition"
2023,"Current Diabetes Reports"
2023,"Current HIV/AIDS Reports"
2023,"Current Issues in Molecular Biology"
2023,"Current Nutrition Reports"
2023,"Current Opinion in Allergy and Clinical Immunology"
2023,"Current Opinion in Obstetrics and Gynecology"
2023,"Current Opinion in Plant Biology"
2023,"Current Perspectives in Social Theory"
2023,"Current Problems in Cardiology"
2023,"Current Psychology"
2023,"Current Research in Ecological and Social Psychology"
2023,"Current Research in Nutrition and Food Science"
2023,"Curriculum Perspectives"
2023,"Data in Brief"
2023,"Dementia and Geriatric Cognitive Disorders"
2023,"Development and Psychopathology"
2023,"Developmental Psychobiology"
2023,"Diabetes Care"
2023,"Diabetes Research and Clinical Practice"
2023,"Dialogues in Human Geography"
2023,"Dictionary of Ecological Economics: Terms for the New Millennium"
2023,"Digital Geography and Society"
2023,"Digital Platforms and Transformation of Healthcare Organizations: Integrating Digital Platforms with Advanced IT Systems and Work Transformation"
2023,"Disability and Health Journal"
2023,"Disability and Society"
2023,"Disaster Medicine and Public Health Preparedness"
2023,"Discover Food"
2023,"Disease-a-Month"
2023,"Diversity"
2023,"Drug and Alcohol Dependence"
2023,"Drug and Alcohol Review"
2023,"Dysphagia"
2023,"E3S Web of Conferences"
2023,"Early Childhood Research Quarterly"
2023,"Early Education and Development"
2023,"Earth's Future"
2023,"Eating Behaviors"
2023,"Eco-Performance, Art, and Spatial Justice in the US"
2023,"Ecohydrology"
2023,"Ecological Economics"
2023,"Ecological Entomology"
2023,"Ecological Indicators"
2023,"Ecological Modelling"
2023,"Ecology and Evolution"
2023,"Ecology and Management of Black-Tailed and Mule Deer of North America"
2023,"Ecology of Food and Nutrition"
2023,"Economia Agro-Alimentare"
2023,"Economic Analysis and Policy"
2023,"Economic and Political Weekly"
2023,"Economic Record"
2023,"Economic Research-Ekonomska Istrazivanja "
2023,"Economics"
2023,"Economics and Human Biology"
2023,"Economics and Sociology"
2023,"Economies"
2023,"Ecosphere"
2023,"Ecosystem Services"
2023,"Ecotoxicology and Environmental Safety"
2023,"Educational Researcher"
2023,"Ekonomika "
2023,"Electronic Commerce Research"
2023,"Electronics (Switzerland)"
2023,"eLife"
2023,"EMA - Emergency Medicine Australasia"
2023,"EMBO Reports"
2023,"Emerging Infectious Diseases"
2023,"Emerging Markets Finance and Trade"
2023,"Emerging Science Journal"
2023,"Empirical Economics"
2023,"Emu"
2023,"Encyclopedia of Child and Adolescent Health, First Edition"
2023,"Encyclopedia of Human Nutrition: Volume 1-4, Fourth Edition"
2023,"Encyclopedia of Mental Health, Third Edition: Volume 1-3"
2023,"Encyclopedia of Sleep and Circadian Rhythms: Volume 1-6, Second Edition"
2023,"Energies"
2023,"Energy"
2023,"Energy and Buildings"
2023,"Energy Economics"
2023,"Energy Policy"
2023,"Engenharia Agricola"
2023,"Engineering and Applied Science Research"
2023,"Environment and Land Use in Africa"
2023,"Environment and Planning B: Urban Analytics and City Science"
2023,"Environment and Planning E: Nature and Space"
2023,"Environment International"
2023,"Environment Systems and Decisions"
2023,"Environment, Development and Sustainability"
2023,"Environmental and Resource Economics"
2023,"Environmental and Sustainability Indicators"
2023,"Environmental Communication"
2023,"Environmental Education Research"
2023,"Environmental Entomology"
2023,"Environmental Health Perspectives"
2023,"Environmental Health: A Global Access Science Source"
2023,"Environmental Impact Assessment Review"
2023,"Environmental Management"
2023,"Environmental Microbiome"
2023,"Environmental Monitoring and Assessment"
2023,"Environmental Policy and Governance"
2023,"Environmental Pollutants and Bioavailability"
2023,"Environmental Pollution"
2023,"Environmental Progress and Sustainable Energy"
2023,"Environmental Research"
2023,"Environmental Research Communications"
2023,"Environmental Research Letters"
2023,"Environmental Science and Pollution Research"
2023,"Environmental Science and Technology"
2023,"Environmental Sociology"
2023,"Epigenomes"
2023,"Epilepsy Currents"
2023,"EPJ Data Science"
2023,"Estuarine, Coastal and Shelf Science"
2023,"Estudos Avancados"
2023,"Estudos Economicos"
2023,"Ethnic and Racial Studies"
2023,"Ethnicities"
2023,"Ethnicity and Health"
2023,"Eurasian Geography and Economics"
2023,"EuroChoices"
2023,"European Biomass Conference and Exhibition Proceedings"
2023,"European Child and Adolescent Psychiatry"
2023,"European Geriatric Medicine"
2023,"European Journal of Agronomy"
2023,"European Journal of Contemporary Education"
2023,"European Journal of Development Research"
2023,"European Journal of Marketing"
2023,"European Journal of Nutrition"
2023,"European Journal of Operational Research"
2023,"European Journal of Political Economy"
2023,"European Journal of Soil Biology"
2023,"European Journal on Criminal Policy and Research"
2023,"European Review of Agricultural Economics"
2023,"European Urban and Regional Studies"
2023,"Eurosurveillance"
2023,"Event Management"
2023,"Evidence-Based Practice in Child and Adolescent Mental Health"
2023,"Evolution, Medicine and Public Health"
2023,"Evolutionary Applications"
2023,"Experimental Agriculture"
2023,"Expert Opinion on Biological Therapy"
2023,"Exploring Social Emotional Learning in Diverse Academic Settings"
2023,"Facilitating Social Justice, Service Delivery, and Advocacy Through Multicultural Counseling Competencies"
2023,"Failure to Thrive and Malnutrition: A Practical, Evidence-Based Clinical Guide"
2023,"Faith Stories: Sustaining Meaning and Community in Troubling Times"
2023,"Families in Society"
2023,"Family and Community Health"
2023,"Family Medicine"
2023,"Family Process"
2023,"Family Relations"
2023,"Federal Policy to Advance Racial, Ethnic, and Tribal Health Equity"
2023,"Fermentation"
2023,"Fertility and Sterility"
2023,"Field Crops Research"
2023,"Financial and Credit Activity: Problems of Theory and Practice"
2023,"Fire"
2023,"Food and Bioproducts Processing"
2023,"Food and Energy Security"
2023,"Food Bioscience"
2023,"Food Chemistry Advances"
2023,"Food Control"
2023,"Food Engineering Series"
2023,"Food Ethics"
2023,"Food Hydrocolloids"
2023,"Food Policy"
2023,"Food Protection Trends"
2023,"Food Quality and Preference"
2023,"Food Research International"
2023,"Food Reviews International"
2023,"Food Science of Animal Resources"
2023,"Food Security"
2023,"Food Security: Availability, Income and Productivity"
2023,"Food Studies"
2023,"Food, Culture and Society"
2023,"Foods"
2023,"Forensic Science International"
2023,"Forests"
2023,"Foundations and Trends in Technology, Information and Operations Management"
2023,"Fourth Revolution and the Bottom Four Billion: Making Technologies Work for the Poor"
2023,"Frontiers in Aging Neuroscience"
2023,"Frontiers in Agronomy"
2023,"Frontiers in Animal Science"
2023,"Frontiers in Artificial Intelligence"
2023,"Frontiers in Built Environment"
2023,"Frontiers in Ecology and the Environment"
2023,"Frontiers in Education"
2023,"Frontiers in Energy Research"
2023,"Frontiers in Environmental Science"
2023,"Frontiers in Forests and Global Change"
2023,"Frontiers in Genetics"
2023,"Frontiers in Microbiology"
2023,"Frontiers in Nutrition"
2023,"Frontiers in Oncology"
2023,"Frontiers in Pediatrics"
2023,"Frontiers in Pharmacology"
2023,"Frontiers in Plant Science"
2023,"Frontiers in Psychiatry"
2023,"Frontiers in Psychology"
2023,"Frontiers in Public Health"
2023,"Frontiers in Soil Science"
2023,"Frontiers in Sustainable Food Systems"
2023,"Frontiers in Veterinary Science"
2023,"Fruit and Vegetable Waste Utilization and Sustainability"
2023,"Fruits"
2023,"Future Proteins: Sources, Processing, Applications and the Bioeconomy"
2023,"Gastro Hep Advances"
2023,"Gender and Education"
2023,"Genealogy"
2023,"General Hospital Psychiatry"
2023,"Genes"
2023,"Genetic Engineering: Volume 2: Applications, Bioethics, and Biosafety"
2023,"Genetic Resources and Crop Evolution"
2023,"Geneva Papers on Risk and Insurance: Issues and Practice"
2023,"Genomics and Informatics"
2023,"Geoderma"
2023,"Geoderma Regional"
2023,"Geographical Analysis"
2023,"Geographical Research"
2023,"Geographical Review"
2023,"GeoJournal"
2023,"Georgetown Law Journal"
2023,"Geosciences (Switzerland)"
2023,"Geoscientific Model Development"
2023,"Geriatric Nursing"
2023,"Gerontologist"
2023,"GeroPsych: The Journal of Gerontopsychology and Geriatric Psychiatry"
2023,"GeroScience"
2023,"GIScience and Remote Sensing"
2023,"Global Biogeochemical Cycles"
2023,"Global Business Review"
2023,"Global Change Biology"
2023,"Global Ecology and Conservation"
2023,"Global Food Security"
2023,"Global Health Promotion"
2023,"Global Journal of Environmental Science and Management"
2023,"Global Studies of Childhood"
2023,"Globalisation, Societies and Education"
2023,"Globalization and Health"
2023,"Grass and Forage Science"
2023,"Grassland Research"
2023,"Green Approach to Alternative Fuel for a Sustainable Future"
2023,"Green Energy and Technology"
2023,"Growth and Change"
2023,"Gut Microbes"
2023,"Gynakologische Praxis"
2023,"Gynecological Endocrinology"
2023,"Haemophilia"
2023,"Hand"
2023,"Handbook of Environmental Chemistry"
2023,"Handbook of Food Security and Society"
2023,"Handbook of Health Inequalities Across the Life Course"
2023,"Handbook of Irrigation Hydrology and Management: Irrigation Methods"
2023,"Handbook of Research on Cooperatives and Mutuals"
2023,"Handbook of Speech-Language Therapy in Sub-Saharan Africa: Integrating Research and Practice"
2023,"Handbook on Inequality and the Environment"
2023,"Harvard Environmental Law Review"
2023,"Health Affairs"
2023,"Health affairs (Project Hope)"
2023,"Health and Place"
2023,"Health and Quality of Life Outcomes"
2023,"Health and Social Work"
2023,"Health Economics (United Kingdom)"
2023,"Health Education and Behavior"
2023,"Health Education Journal"
2023,"Health Education Research"
2023,"Health Equity"
2023,"Health Expectations"
2023,"Health Marketing Quarterly"
2023,"Health Promotion and Chronic Disease Prevention in Canada"
2023,"Health Promotion Journal of Australia"
2023,"Health Promotion Practice"
2023,"Health Services and Outcomes Research Methodology"
2023,"Health Services Research"
2023,"Health Taxes: Policy and Practice"
2023,"Healthcare (Switzerland)"
2023,"Healthcare Analytics"
2023,"Healthcare Policy"
2023,"Heart Lung and Circulation"
2023,"Heliyon"
2023,"Hepatology"
2023,"Higher Education Policy"
2023,"Higher Education Research and Development"
2023,"Hispanic Health Care International"
2023,"Home Health Care Management and Practice"
2023,"Hormones"
2023,"Hormones and Behavior"
2023,"Horticulturae"
2023,"Horticultural Science and Technology"
2023,"Horticulture Research"
2023,"HortScience"
2023,"HortTechnology"
2023,"Hospital Pediatrics"
2023,"Housing and Society"
2023,"Housing Studies"
2023,"Human Dimensions of Wildlife"
2023,"Human Geography(United Kingdom)"
2023,"Human Organization"
2023,"Humanities and Social Sciences Communications"
2023,"Hydrology"
2023,"ICPE 2023-ECCE Asia - 11th International Conference on Power Electronics - ECCE Asia: Green World with Power Electronics"
2023,"IEEE Access"
2023,"IEEE Geoscience and Remote Sensing Letters"
2023,"IEEE Transactions on Geoscience and Remote Sensing"
2023,"IISE Annual Conference and Expo 2023"
2023,"Implementation Research and Practice"
2023,"Indian Journal of Economics and Development"
2023,"Industrial Crops and Products"
2023,"Infant and Child Development"
2023,"Infection and Drug Resistance"
2023,"Infectious Disease Epidemiology: An Introduction"
2023,"Influenza and other Respiratory Viruses"
2023,"Informatics for Health and Social Care"
2023,"Injury Epidemiology"
2023,"Injury Prevention"
2023,"Innovation in Aging"
2023,"Innovative Food Science and Emerging Technologies"
2023,"Insects"
2023,"Intelligence-Based Medicine"
2023,"Intelligent Sensor Node-Based Systems: Applications in Engineering and Science"
