doi,"title",year
10.1038/s43247-021-00200-z,"Airborne geophysical surveys of the lower Mississippi Valley demonstrate system-scale mapping of subsurface architecture",2021
10.2495/SDP180301,"Adoption of precision agriculture to reduce inputs, enhance sustainabiltiy and increase food production: A study of southern Alberta, Canada",2018
10.2495/EID200141,"Exploring agricultural opportunities in the clay belt of Ontario, Canada",2020
10.1039/d1va00051a,"Portable apparatus for high spatial and temporal resolution of in situ real-time surface albedo measurement in agricultural fields†",2022
10.3390/life12101604,"The Importance of Livestock Demography and Infrastructure in Driving Foot and Mouth Disease Dynamics",2022
10.5337/2021.207,"Environmental risks from pesticide use: The case of commercial banana farming in northern LAO PDR",2021
10.2478/jlecol-2021-0013,"Greenway network: A participatory planning approach for municipalities of the south region of brazil",2021
10.1080/15715124.2018.1439495,"The challenge of integrated flood risk governance: case studies in Alberta and Saskatchewan, Canada",2018
10.1093/biosci/bix058,"Submersed aquatic vegetation in chesapeake bay: Sentinel species in a changing world",2017
10.1093/biosci/biaa001,"The Hidden Impacts of Phosphorus Pollution to Streams and Rivers",2020
10.1093/biosci/biaa011,"On Quantifying Water Quality Benefits of Healthy Soils",2020
10.1080/00213624.2020.1720569,"Opening the Farm Gate to Women? The Gender Gap in U.S. Agriculture",2020
10.1080/00213624.2021.1908796,"The Modern Food Industry in the United States: A Case Study of Industrial Sabotage",2021
10.3390/cli5030064,"Adaption to climate change through fallow rotation in the U.S. Pacific Northwest",2017
10.3390/cli7010007,"Determinants of farmers' decisions on risk coping strategies in rural West Java",2019
10.3390/cli8010002,"Economic and ecological impacts of increased drought frequency in the Edwards Aquifer",2020
10.3390/cli8100106,"Assessing the adaptive capacity of households to climate change in the central Rift valley of Ethiopia",2020
10.5822/978-1-61091-948-7,"The grand food bargain: And the mindless drive for more",2019
10.1111/afe.12530,"Effects of neonicotinoid seed treatments on wild bee populations in soybean and corn fields in eastern Ontario",2023
10.1007/s10021-021-00668-y,"Agricultural Landscape Transformation Needed to Meet Water Quality Goals in the Yahara River Watershed of Southern Wisconsin",2022
10.4324/9781351068840-10,"‘Progressive ranching’ and wrangling the wind as ecocultural identity maintenance in the anthropocene",2020
10.4324/9780429199752-25,"Women’s farm organizations in the United States: Protecting and transforming agricultural power",2020
10.4324/9780429199752-21,"Gender and agricultural extension",2020
10.4324/9780429199752-37,"Rematriating to the wombs of the world: Toward black feminist agrarian ideologies",2020
10.4324/9780429199752-33,"Women farmers and women farmer’s identities",2020
10.1080/00330124.2020.1730194,"Water Use Monitoring for Irrigation in the United States: A Case Study in Alabama and Lessons Learned for Achieving Sustainability",2020
10.2478/jofnem-2023-0035,"Reniform Nematode Management Using Winter Crop Rotation and Residue Incorporation Methods in Greenhouse Experiments",2023
10.1007/978-981-99-2248-2_5,"Adaptive Capacity Analysis of Flood Prone Regions in Bihar, India",2023
10.4324/9780429048432,"Michigan: A geography",2019
10.4324/9780429346507-8,"State of food security in Nepal: Addressing concerns of productivity and climate change",2019
10.1007/s11783-017-0955-1,"Greenhouse gas emissions during co-composting of cattle feedlot manure with construction and demolition (C&D) waste",2017
10.1007/978-981-15-5250-2_4,"Empirical Evaluation of Agricultural Sustainability Using Entropy and FAHP Methods",2020
10.15446/revfacmed.v68n4.76519,"Occupational health and safety in agriculture. A systematic review",2020
10.1177/0971721819841992,"Technological Changes in Agriculture and Information Technology: Centrality and Citation Analyses of South Korean Agricultural Patent Data",2019
10.5836/ijam/2017-06-50,"Domestic livestock in Nepal: Production systems, genetic resources, research and the way forward",2017
10.5836/ijam/2017-06-100,"A comparison of production systems and identification of profit drivers for Irish suckler beef farms",2018
10.5836/ijam/2018-07-26,"Socioeconomic drivers of land mobility in Irish agriculture",2018
10.5836/ijam/2019-08-74,"Farmer productivity by age in the United States",2019
10.3390/su151310719,"Development-Induced Impacts on the Livelihoods of Displaced Communities: The Case of Bole Lemi Industry Park, Addis Ababa, Ethiopia",2023
10.3390/su151411251,"Exploring Trade-Offs between Potential Economic, Social and Environmental Outcomes of Urban Agriculture in Adelaide, Australia and the Kathmandu Valley, Nepal",2023
10.3390/su151410755,"Barriers and Drivers Underpinning Newcomers in Agriculture: Evidence from Italian Census Data",2023
10.3390/su151712908,"An Automated Data-Driven Irrigation Scheduling Approach Using Model Simulated Soil Moisture and Evapotranspiration",2023
10.3390/su151813781,"An Analysis of the Goat Value Chain from Lao PDR to Vietnam and a Socio-Economic Sustainable Development Perspective",2023
10.3390/su151813539,"Cattle Grazing Moderates Greenhouse Gas and Particulate Matter Emissions from California Grassland Wildfires",2023
10.3390/su151813663,"Landscape Performance: Farmer Interactions across Spatial Scales",2023
10.3390/su151914479,"Recalibrating Data on Farm Productivity: Why We Need Small Farms for Food Security",2023
10.3390/su151914467,"A Lower Threat than I Thought: How the Analysis of the Interdependence between Risks Influences Smallholder Farmers’ Perceptions",2023
10.15376/biores.12.3.4754-4775,"Impact of trucking network flow on preferred biorefinery locations in the Southern United States",2017
10.4324/9781003309550,"Tunisia's economic development: Why better than most of the middle east but not east asia",2022
10.4324/9781003447429-11,"SUSTAINABLY GROWING FARMERS OF THE FUTURE: Undergraduate Curriculum in Sustainable Agriculture at the University of Kentucky",2023
10.1080/00275514.2019.1601986,"The oospore stage of Plasmopara obducens, impatiens downy mildew",2019
10.1007/s10669-021-09838-8,"Climate risk management in agriculture using alternative electricity and water resources: a stochastic programming framework",2022
10.1007/s10669-023-09923-0,"Integrating farmers’ and experts’ perspectives for soil health-informed decision-making in conservation agriculture systems",2023
10.1007/s11356-019-06947-5,"Lake water phosphate reduction with advanced wastewater treatment in watershed, at Lake Hamana, Shizuoka Prefecture, Japan, from 1995 to 2016",2020
10.1007/s13253-021-00476-w,"Sample Design and Estimation When Using a Web-Scraped List Frame and Capture-Recapture Methods",2022
10.1007/978-3-030-36643-8_2,"Latinx farmworkers and farm work in the eastern United States: The context for health, safety, and justice",2020
10.1007/978-3-030-36643-8_5,"Occupational justice for Latinx livestock workers in the eastern United States",2020
10.1177/2329496516686539,"Who Works Here? Contingent Labor, Nonfamily Labor, and Immigrant Labor on U.S. Dairy Farms",2017
10.1097/JOM.0000000000002411,"COVID-19 Prevalence and prevention behaviors among US certified organic producers",2021
10.2478/boku-2018-0004,"Legal definitions and prevailing public opinion regarding the terms agriculture and agricultural holding",2018
10.1038/nplants.2017.13,"Re-evaluating the Malawian Farm Input Subsidy Programme",2017
10.1007/978-3-319-30746-6_16,"Assessing PV module degradation and the potential of using greenhouse roofs for supplemental PV power generation in Malta",2017
10.3390/safety3010008,"Injury/fatality-causing incidents involving the rearward movement of agricultural machinery: Types, causes, and preventive measures",2017
10.3390/safety5020039,"Summary of Indiana farm fatalities involving individuals 55 years and older-1988-2017",2019
10.1155/2017/5094509,"Evaluating Swine Injection Technologies as a Workplace Musculoskeletal Injury Intervention: A Study Protocol",2017
10.1007/s13157-017-0940-2,"Using Satellite Imagery to Examine the Relationship between Surface-Water Dynamics of the Salt Lakes of Western Texas and Ogallala Aquifer Depletion",2017
10.48416/IJSAF.V26I2.57,"Parallel Precarity: A Comparison of U.S. and Canadian Agricultural Guest Worker Programs",2020
10.48416/IJSAF.V26I2.433,"Evaluating plant genetic diversity maintained by local farmers and residents: A comprehensive assessment of continuous vegetable cultivation and seed-saving activities on a regional scale in Japan",2020
10.1080/1343943X.2020.1863823,"Analysis of the shallow root system of maize grown by plowing upland fields converted from paddy fields: effects of soil hardness and fertilization",2021
10.1080/1343943X.2023.2185531,"Nitrogen uptake pattern of dry direct-seeded rice and its contribution to yields in northeastern Japan",2023
10.1080/02664763.2019.1624695,"The power-law distribution of agricultural land size*",2019
10.3390/environments5090098,"What is the value of wild bee pollination for wild blueberries and cranberries, and who values it?",2018
10.3390/environments8070061,"Alternative agri-food systems under a market agencements approach: The case of multifunctional farming activity in a peri-urban area",2021
10.1371/journal.pntd.0006411,"Serosurveillance of Coxiellosis (Q-fever) and Brucellosis in goats in selected provinces of Lao People’s Democratic Republic",2018
10.1371/journal.pntd.0009047,"Integrating human behavior and snake ecology with agent-based models to predict snakebite in high risk landscapes",2021
10.1371/journal.pntd.0011042,"The epidemiology of human Taenia solium infections: A systematic review of the distribution in Eastern and Southern Africa",2023
10.5325/pennhistory.85.2.0167,"Site characteristics, historical market conditions, and spatial changes in Pennsylvania tobacco production",2018
10.5403/oregonhistq.120.2.0150,"They came for the Harvest: The Bracero program in Jackson County, Oregon, 1951-1955",2019
10.23919/ICPE2023-ECCEAsia54778.2023.10213549,"An Assist Control using an Electric Motor for One-wheel cart",2023
10.1007/s12080-020-00452-z,"Land use dynamics within the tallgrass prairie ecosystem: the case for the Conservation Reserve Program (CRP)",2020
10.2134/age2019.04.0023,"Comparing Methods for Overseeding Winter Rye into Standing Soybean",2019
10.1002/agg2.20184,"Comparison of plant feedstocks and methods to recover leaf proteins from wet fractionation of alfalfa for potential use in aquaculture, poultry, and livestock feeds",2021
10.1002/agg2.20153,"Surfactant and irrigation impacts on soil water content and leachate of soils and greenhouse substrates",2021
10.1002/agg2.20219,"Gateway-node wireless data collection system for environmental sensing",2021
10.1002/agg2.20214,"Rapid changes in agricultural land use and hydrology in the Driftless Region",2021
10.1002/agg2.20291,"Carbon fluxes from a spring wheat–corn–soybean crop rotation under no-tillage management",2022
10.1002/agg2.20328,"Regional switchgrass carbon sequestration estimates from high-frequency eddy covariance and Mesonet observations",2023
10.1002/agg2.20341,"Cover crop effects on infiltration, aggregate stability, and water retention in the Lower Mississippi River Valley",2023
10.1002/agg2.20372,"Carbon sequestration and water management in Texas—One size does not fit all",2023
10.1002/agg2.20425,"A follow-up survey to assess stakeholders’ perspectives on weed management challenges and current practices in Nebraska, USA",2023
10.1002/agg2.20432,"Effects of row spacing and potassium foliar applications on yield of cotton",2023
10.1007/97833199863335,"The US Wine Industry",2019
10.1007/s10624-016-9436-3,"A mode of production flux: the transformation and reproduction of rural class relations in lowland Nepal and North Bihar",2017
10.1007/s10933-018-0027-y,"Quantifying the effects of hydrological changes on long-term water quality trends in temperate reservoirs: insights from a multi-scale, paleolimnological study",2018
10.1007/s11842-016-9349-7,"Methods for Increasing Cooperation Rates for Surveys of Family Forest Owners",2017
10.1177/2158244017705422,"The Political Economy of Cardamom Farming in Eastern Nepal: Crop Disease, Coping Strategies, and Institutional Innovation",2017
10.1177/2158244019871037,"Impacts of Spatial Patterns of Rural and Exurban Residential Development on Agricultural Trends in the Intermountain West",2019
10.1177/21582440211010168,"Determinants of Small-Scale Commercial Vegetable Farming Among Vegetable Growers in Nepal",2021
10.1093/erae/jbx017,"Duality theory in empirical work, revisited",2017
10.1093/erae/jbz046,"Climatic effects and total factor productivity: Econometric evidence for Wisconsin dairy farms",2020
10.1093/erae/jbac010,"Trade credit and agricultural commodity prices: evidence from the us dairy industry",2023
10.1525/cse.2017.000612,"Coping strategies of smallholder farming communities after the 2015 Nepal earthquake: Insights into post-disaster resilience and social-ecological change",2017
10.1525/cse.2018.001792,"Renewable energy on tribal lands: A feasibility study for a biomass-to-energy plant on the Cocopah reservation in Arizona",2019
10.1525/cse.2022.1559200,"Losing Aguacate: What If Water Costs Kill Avocado Farming in San Diego County?",2022
10.1038/s41893-020-00623-0,"A scoping review of research funding for small-scale farmers in water scarce regions",2020
10.1038/s41893-021-00825-0,"Scaling up co-produced climate-driven decision support tools for agriculture",2022
10.1038/s41893-023-01110-y,"Likely decline in the number of farms globally by the middle of the century",2023
10.1093/ppmgov/gvac003,"Gender Ramifications of a Weberian Bureaucracy: A Feminist Appraisal of the United States Department of Agriculture",2022
10.2134/ael2017.05.0015,"Science in the Supply Chain: Collaboration Opportunities for Advancing Sustainable Agriculture in the United States",2017
10.2134/ael2017.09.0034,"Agricultural Management Impacts on Soil Health: Methods for Large Spatial Scales",2017
10.2134/ael2018.07.0038,"Economic and Environmental Impact Assessment of Tractor Guidance Technology",2018
10.2134/ael2018.11.0059,"Saturated Buffers: What Is Their Potential Impact across the US Midwest?",2019
10.2134/ael2018.10.0055,"Deep Soil Cores Reveal Large End-of-Season Residual Mineral Nitrogen Pool",2019
10.3390/designs5040062,"Power system modeling for the study of high penetration of distributed photovoltaic energy",2021
10.1007/978-3-319-78242-3_6,"Quantitative risk assessment of human risks of methicillin-resistant Staphylococcus aureus (MRSA) from swine operations",2018
10.3138/jvme.1216-186r,"Motivation and prior animal experience of newly enrolled veterinary nursing students at two irish third-level institutions",2018
10.2527/tas2017.0033,"Testing the feasibility of using a conveyor belt to load weanling and nursery pigs for transportation",2017
10.1093/tas/txy005,"Effects of a dietary supplement on gastric ulcer number and severity in exercising horses",2018
10.1093/tas/txy138,"Survey of cow-calf producer perspectives on management strategies and industry challenges. Part 1: Handling practices, and health and industry challenges",2019
10.1093/tas/txz107,"Benchmarking calving management practices on western Canada cow-calf operations",2019
10.1093/tas/txab077,"Effects of prescribed fire timing on grazing performance of yearling beef cattle, forage biomass accumulation, and plant community characteristics on native tallgrass prairie in the Kansas Flint Hills",2021
10.1093/tas/txab079,"Effects of prescribed fire timing on vigor of the invasive forb sericea lespedeza (Lespedeza cuneata), total forage biomass accumulation, plant-community composition, and native fauna on tallgrass prairie in the Kansas Flint Hills",2021
10.1093/tas/txab054,"An economic valuation of federal and private grazing land ecosystem services supported by beef cattle ranching in the United States",2021
10.1093/tas/txab124,"Impact of feeding cover crop forage containing brassicas to steers during backgrounding on live animal performance, carcass characteristics, and meat color1",2021
10.1093/tas/txab129,"A retrospective analysis of bull:Cow ratio effects on pregnancy rates of beef cows previously enrolled in fixed-time artificial insemination protocols",2021
10.1093/tas/txab144,"Modeling the effects of steroid implant use on the environmental and economic sustainability of Brazilian beef production",2021
10.1093/tas/txac026,"Mineral and vitamin supplementation on sheep farms: a survey of practices and farmer knowledge",2022
10.1093/tas/txac106,"Benchmarking animal handling outcomes on cow-calf operations and identifying associated factors",2022
10.33423/jhetp.v22i2.5056,"Can Videos Be a Useful Tool to Enrich Classroom Learning in an Applied Science Such as Vegetable Production?",2022
10.1093/jipm/pmx002,"Factors associated with willingness to plant non-Bt maize refuge and suggestions for increasing refuge compliance",2017
10.1093/jipm/pmy011,"Farming Practices, Knowledge, and Use of Integrated Pest Management by Commercial Fruit and Vegetable Growers in Missouri",2018
10.1093/jipm/pmz006,"Economic Impact of Spotted Wing Drosophila (Diptera: Drosophilidae) Yield Loss on Minnesota Raspberry Farms: A Grower Survey",2019
10.1093/jipm/pmz037,"The Economic Challenges of Dealing with Citrus Greening: The Case of Florida",2020
10.1093/jipm/pmz030,"Pesticide Knowledge, Attitudes, and Practices among Small-Scale Hmong Farmers in the San Joaquin Valley of California",2019
10.1093/jipm/pmy017,"Producers, Weeds, and Society",2019
10.1093/jipm/pmaa025,"Biology and management of navel orangeworm (Lepidoptera: Pyralidae) in California",2020
10.1093/jipm/pmab005,"Kentucky Soybean Farmers' Supportiveness of Two Integrated Pest and Pollinator Management Tactics",2021
10.1093/jipm/pmab016,"Expanding the Curricula for Florida's Youth: Outreach Efforts in Agricultural Literacy",2021
10.1093/jipm/pmab021,"Needs Assessment for Corn Insect Pest Management in Iowa",2021
10.1093/jipm/pmac001,"Arthropod and Disease Management in Fraser Fir (Pinales: Pinaceae) Christmas Trees in the Southeastern United States",2022
10.1093/jipm/pmac009,"First Report of Black Fig Fly, Silba adipata (Diptera: Lonchaeidae), in the United States",2022
10.1093/jipm/pmac010,"A Call for the Development of a Sustainable Pest Management Program for the Economically Important Pest Flies of Livestock: A Beef Cattle Perspective",2022
10.7717/peerj.3709,"Inadequate thermal refuge constrains landscape habitability for a grassland bird species",2017
10.7717/peerj.5880,"Field evaluation of the potential for avian exposure to clothianidin following the planting of clothianidin-treated corn seed",2018
10.7717/peerj.5659,"Greenhouse gas flux with reflooding of a drained salt marsh soil",2018
10.7717/peerj.11802,"Leveraging the potential of nature to meet net zero greenhouse gas emissions in Washington State",2021
10.7717/peerj.11959,"Exploring private land conservation nonadopters' attendance at outreach events in the Chesapeake Bay watershed, USA",2021
10.7717/peerj.12408,"Quantification of antibiotic resistance genes and mobile genetic in dairy manure",2021
10.7717/peerj.15822,"Signatures of prescribed fire in the microbial communities of Cornus florida are largely undetectable five months post-fire",2023
10.13053/CyS-24-1-3231,"Soil moisture regional estimation approach to determine irrigation demands",2020
10.2478/sab-2019-0035,"Future Agriculturists: Czech and U.S. Agricultural Students' Attitudes towards Agriculture",2019
10.24425/jwld.2022.142302,"Crop insurance effects on the farms’ production and investment indicators in Lithuania",2022
10.2136/sssaj2016.05.0160,"Year-Round Nitrous Oxide Emissions as Affected by Timing and Method of Dairy Manure Application to Corn",2017
10.2136/sssaj2016.10.0352,"Does total nitrogen/sulfur ratio predict nitrogen or sulfur requirement for corn?",2017
10.2136/sssaj2016.12.0403,"Lessons learnt: Sharing soil knowledge to improve land management and sustainable soil use",2017
10.2136/sssaj2018.01.0029,"Soil-test biological activity with the flush of CO2: III. Corn yield responses to applied nitrogen",2018
10.1007/978-3-319-68115-3_15,"Democratising economies through place-based thinking",2018
10.1007/s10457-019-00454-9,"Forest conversion to silvopasture and open pasture: effects on soil hydraulic properties",2020
10.1007/s11250-021-02897-8,"Are infectious reproductive pathogens of large ruminants a threat to improving food security? An investigation from Cambodia",2021
10.1093/JME/TJY006,"Discovery of Haemaphysalis longicornis (Ixodida: Ixodidae) Parasitizing a Sheep in New Jersey, United States",2018
10.1093/jme/tjy131,"Beefing up biosecurity: Survey of ticks (Acari: Ixodidae) currently threatening the Tennessee beef cattle industry, and a proposed monitoring strategy for invasive ticks",2018
10.1093/jme/tjaa084,"Impact of the Southern Oscillation Index, temperature, and precipitation on eastern equine encephalitis virus activity in Florida",2020
10.1093/jme/tjab153,"Eastern Equine Encephalomyelitis in Michigan: Historical Review of Equine, Human, and Wildlife Involvement, Epidemiology, Vector Associations, and Factors Contributing to Endemicity",2022
10.1093/jme/tjac067,"The Distribution, Seasonal Abundance, and Environmental Factors Contributing to the Presence of the Asian Longhorned Tick (Haemaphysalis longicornis, Acari: Ixodidae) in Central Appalachian Virginia",2022
10.1093/jme/tjac124,"Filth Fly Parasitoid (Hymenoptera: Pteromalidae) Monitoring Techniques and Species Composition in Poultry Layer Facilities",2022
10.1007/s00344-020-10278-y,"Quantifying and Modeling the Influence of Temperature on Growth and Reproductive Development of Sesame",2022
10.3390/f8070242,"Land use, conservation, forestry, and agriculture in Puerto Rico",2017
10.3390/f9100655,"Stakeholder assessment of the feasibility of poplar as a biomass feedstock and ecosystem services provider in Southwestern Washington, USA",2018
10.3390/f9100654,"Life cycle impact assessment of Miscanthus crop for sustainable household heating in Serbia",2018
10.3390/f12030267,"Exploring the use of ecosystem services conceptual models to account for the benefits of public lands: An example from national forest planning in the United States",2021
10.3390/f12070869,"Productivity and profitability of poplars on fertile and marginal sandy soils under different density and fertilization treatments",2021
10.1007/s10653-018-0172-2,"Analysis of spatial distribution of trace metals, PCB, and PAH and their potential impact on human health in Virginian Counties and independent cities, USA",2019
10.1111/padm.12302,"REGULATEE CHOICE IN CERTIFICATION SCHEMES: EXPLAINING SELECTION FROM AMONG CERTIFIER OPTIONS",2017
10.1007/s13280-019-01202-0,"Adaptation “from below” to changes in species distribution, habitat and climate in agro-ecosystems in the Terai Plains of Nepal",2019
10.1007/s11250-020-02283-w,"Production performance of sheep and goat breeds at a farm in a semi-arid region of Namibia",2020
10.1007/s10818-016-9242-7,"Eco-efficient choice of cropping system for reducing nitrate-N leaching in an agricultural watershed",2017
10.1186/BF03545724,"Conservation Design for Traditional Agricultural Villages: A Case Study of Shirakawa-go and Gokayama in Japan",2019
10.1007/s12571-020-01052-9,"The impact of hermetic storage bag supply and training on food security in Tanzania",2020
10.1007/s12571-021-01181-9,"The geography of agricultural input markets in rural Tanzania",2021
10.1007/s12571-022-01321-9,"Resilience assessment of centralized and distributed food systems",2023
10.1007/978-3-030-02423-9_8,"How Where I Shop Influences What I Buy: The Importance of the Retail Format in Sustainable Tomato Consumption",2019
10.1007/s00382-017-3794-7,"A dynamical statistical framework for seasonal streamflow forecasting in an agricultural watershed",2019
10.1007/s00271-017-0543-y,"Long-term measurements of agronomic crop irrigation made in the Mississippi delta portion of the lower Mississippi River Valley",2017
10.1007/s00271-017-0546-8,"Improved irrigation scheduling for freshwater conservation in the desert southwest U.S",2017
10.1007/s00271-018-0588-6,"Deficit irrigation: a viable option for sustainable confection sunflower (Helianthus annuus L.) production in the semi-arid US",2018
10.4324/9780429289279,"Agricultural depression in the 1920's: Economic fact or statistical artifact?",2019
10.1080/14735903.2017.1374321,"Fostering cooperation between farmers and public and private actors to expand environmentally friendly rice cultivation: intermediary functions and farmers’ perspectives",2017
10.1080/14735903.2018.1440465,"Does certified organic agriculture increase agroecosystem health? Evidence from four farming systems in Uganda",2018
10.1080/14735903.2018.1440474,"Smallholder dairy cattle feeding technologies and practices in Tanzania: failures, successes, challenges and prospects for sustainability",2018
10.1080/14735903.2018.1472411,"Awareness and adoption of conservation agriculture in Malawi: what difference can farmer-to-farmer extension make?",2018
10.1080/14735903.2021.1988478,"Manure matters: prospects for regional banana-livestock integration for sustainable intensification in South-West Uganda",2022
10.1080/14735903.2022.2056997,"Improving sustainable agriculture promotion: an explorative analysis of NRCS assistance programs and farmer perspectives",2022
10.1002/9781119383956.ch21,"Valorization of agricultural byproducts through conversion to biochar and bio-oil",2019
10.1007/s11625-020-00818-6,"Capital, rules or conflict? Factors affecting livelihood-strategies, infrastructure-resilience, and livelihood-vulnerability in the polders of Bangladesh",2020
10.1007/s11625-022-01153-8,"Plurality in black rural development",2022
10.1007/s11625-022-01213-z,"Pathways to sustainable land use and food systems in Canada",2023
10.1007/s11625-023-01388-z,"Assessment of alternative land resource utilisation towards Net-Zero and regional revitalisation through the circulating and ecological sphere in depopulated city regions in Japan: a case study of Hachinohe City Region",2023
10.1002/cche.10139,"Techno-economic feasibility of phosphorus recovery as a coproduct from corn wet milling plants",2019
10.2489/jswc.72.2.102,"Simulating hydrologic responses to alternate grazing management practices at the ranch and watershed scales",2017
10.2489/jswc.72.3.205,"Climate change typologies and audience segmentation among Corn Belt farmers",2017
10.2489/jswc.72.3.59A,"Research topics to scale up cover crop use: Reflections from innovative Iowa farmers",2017
10.2489/jswc.72.1.1,"Upper Susquehanna watershed and New York State improvements in nitrogen and phosphorus mass balances of dairy farms",2017
10.2489/jswc.72.1.10A,"Fluffy soil syndrome: When tilled soil does not settle",2017
10.2489/jswc.72.5.438,"Estimating sediment and nutrient delivery ratios in the Big Sunflower Watershed using a multiple linear regression model",2017
10.2489/jswc.72.2.139,"Nutrient biofilters in the Virginia Coastal Plain: Nitrogen removal, cost, and potential adoption pathways",2017
10.2489/jswc.72.5.471,"Determining the number of measurements required to estimate crop residue cover by different methods",2017
10.2489/jswc.72.5.105A,"Managing the upper missouri river for agriculture, irrigation, flood control, and energy",2017
10.2489/jswc.72.2.131,"Is the use of no-till continuous or rotational? Quantifying tillage dynamics from timeordered spatially aggregated data",2017
10.2489/jswc.72.5.111A,"The state of the cover crop nation and how to set realistic future goals for the popular conservation practice",2017
10.2489/jswc.72.6.584,"Soil surface cover on irrigated rotations for potato (Solanum tuberosum L.), dry bean (Phaseolus vulgaris L.), sugar beet (Beta vulgaris L.), and soft white spring wheat (Triticum aestivum L.) in southern Alberta",2017
10.2489/jswc.73.2.107,"Changes in groundwater quality and agriculture in forty years on the Twin Falls irrigation tract in southern Idaho",2018
10.2489/jswc.73.2.143,"Farmer adoption of cover crops in the western Lake Erie basin",2018
10.2489/jswc.73.1.16A,"Improving water quality knowledge through a focus on partnership: A University of Wisconsin Discovery Farms case study",2018
10.2489/jswc.73.3.337,"Conservation Reserve Program enrollment decisions in the Prairie Pothole Region",2018
10.2489/jswc.73.5.122A,"Groundwater and agriculture: Insights from farmers in central Minnesota on how to protect both",2018
10.2489/jswc.73.5.593,"Values and groundwater management in the Ogallala Aquifer region",2018
10.2489/jswc.73.5.117A,"Cover crop impacts on US cropland carbon sequestration",2018
10.2489/jswc.73.6.610,"The road less traveled: Assessing the impacts of farmer and stakeholder participation in groundwater nitrate pollution research",2018
10.2489/jswc.73.6.693,"Optimizing Iowa land use: Past perspectives for current questions",2018
10.2489/jswc.74.2.138,"Water conservation behaviors among beginning farmers in the western United States",2019
10.2489/jswc.74.3.269,"Farmers, information, and nutrient management in the US Midwest",2019
10.2489/jswc.74.3.259,"Factors influencing the willingness to pay for on-farm water infrastructure",2019
10.2489/jswc.74.5.419,"Agricultural management effects on soil health across the US Southern Great Plains",2019
10.2489/jswc.74.5.456,"Effect of subsurface drainage, crop rotation, and tillage on crop yield in Fargo clay soil",2019
10.2489/JSWC.75.1.62,"Ready, willing, and able? USDA field staff as climate advisors",2020
10.2489/JSWC.75.3.254,"Watershed water balance changes as furrow irrigation is converted to sprinkler irrigation in an arid region",2020
10.2136/sssabookser6.c16,"Beneficial use of swine by-products: Opportunities for the future",2018
10.2136/sssabookser6.c1,"Chemical, physical, and biological characteristics of agricultural and forest by-products for land application",2018
10.2136/sssabookser6.c13,"Examples and case studies of beneficial reuse of beef cattle by-products",2018
10.21475/ajcs.22.16.05.p3561,"Hydroponic kale: effects of row spacing and number of plants per cell on yield and quality",2022
10.1007/s12155-020-10233-5,"Co-digestion of Dairy Cattle Waste in a Pilot-Scale Thermophilic Digester Adapted to Poultry Litter Feedstock: Stress, Recovery, and Microbiome Response",2021
10.1007/978-3-030-58827-4_4,"Biogas technology for animal manure management in the USA: State of the art, opportunities, challenges, and perspectives",2021
10.1177/2332649217701750,"Emancipatory Empiricism: The Rural Sociology of W.E.B. Du Bois",2018
10.1080/09614524.2017.1307324,"Polarised narratives and complex realities in Tanzania’s Southern Agricultural Growth Corridor",2017
10.1080/09614524.2017.1340930,"Factors influencing rubber marketing by smallholder farmers in Thailand",2017
10.1080/09614524.2017.1359236,"Access and coverage: which farmers do plant clinics reach in Uganda?",2017
10.1080/09614524.2020.1764502,"Significance of farming groups for resource access and livelihood improvement of rural smallholder women farmers",2020
10.1111/ejss.13241,"Crude glycerol, a biodiesel byproduct, used as a soil amendment to temporarily immobilise and then release nitrogen",2022
10.1515/IJAFR-2017-0011,"Scientific appraisal of the irish grass-based milk production system as a sustainable source of premium quality milk and dairy products",2017
10.1007/s10681-020-02605-x,"Estimates of repeatability coefficients and optimum number of measures for genetic selection of Cynodon spp.",2020
10.1007/s10681-020-02644-4,"Effect of chromosome substitutions from Gossypium barbadense L., G. tomentosum Nutt. Ex Seem and G. mustelinum Watt into G. hirsutum L. on cottonseed protein and oil content",2020
10.1007/s12111-018-9394-8,"Black Farmers in the USA and Michigan: Longevity, Empowerment, and Food Sovereignty",2018
10.3390/ijms18020298,"The use of gene modification and advanced molecular structure analyses towards improving alfalfa forage",2017
10.1590/1806-9665-RBENT-2020-0108,"Diversity of sarcosaprophagous Diptera (Calliphoridae, Sarcophagidae) in organic and conventional mango plantations in the Brazilian semi-arid region",2021
10.1057/s41276-020-00242-y,"Ranchitos: Immigrant integration via Latino sustainable agriculture",2020
10.1007/s00271-020-00707-x,"Profitability of irrigating for corn, cotton, and soybeans under projected drought scenarios in the Southeastern United States",2021
10.1007/s10658-018-1503-y,"Characterization of Fusarium spp. isolates recovered from bananas (Musa spp.) affected by Fusarium wilt in Puerto Rico",2018
10.1007/s12571-018-0805-4,"Why are farmers keeping cultivatable lands fallow even though there is food scarcity in Nepal?",2018
10.1007/s12571-018-0791-6,"Participatory problem analysis of crop activities in rural Tanzania with attention to gender and wealth: ‘setting the scene’ to enhance relevance and avoid exclusion in pro-poor innovation projects",2018
10.1007/s12571-018-0863-7,"Constraints in the fertilizer supply chain: evidence for fertilizer policy development from three African countries",2018
10.1007/s12571-018-0875-3,"Evaluation of cassava processing and utilization at household level in Zambia",2019
