,title,doi,year,exists_in_openalex
6391,Creole Italian: Sicilian immigrants and the shaping of New Orleans food culture,10.1080/15528014.2019.1597602,2019,True
6392,"Data Structure, Vector",10.1002/9781118786352.wbieg0489,2017,True
6393,"Emigration, Business Dynamics, and Firm Heterogeneity in North Macedonia",10.5089/9798400262173.001,2023,True
6394,Spatial variation in the frequency of knockdown resistance genotypes in Florida Aedes aegypti populations,10.21203/rs.2.20163/v1,2020,True
6395,Population Estimation With Remote Sensing,10.1016/b978-0-12-409548-9.10417-8,2018,True
6396,Practice Outcomes for the First Decade of Rural Pharmacy Education (RPHARM) Program Graduates,10.21203/rs.3.rs-4249223/v1,2024,True
6397,Diversity In Environmental Engineering: The Good And Bad,10.18260/1-2--372,2020,True
6398,National Trends in the Use of Targeted Therapy and Immunotherapy in the Up Front Management of Glioblastoma,10.29245/2578-3009/2019/2.1170,2019,True
6399,Cowboy epistemology: Rural school and district leadership for diversity and social justice,10.2478/jelpp-2023-0003,2023,True
6400,Consumer Preference for Microgreens in the Presence of LED Lights and Information Treatments,10.21273/hortsci16948-22,2023,True
6401,Index,10.1002/9781119347101.index,2018,True
6402,"Estimating biomass carbon emission induced by land cover and land use change from 2001 to 2019 in Arkansas, US",10.21203/rs.3.rs-2099575/v1,2022,True
6403,ASSESSMENT OF WETLAND DYNAMICS AND LOSS IN TERREBONNE PARISH USING REMOTE SENSING,10.5194/isprs-archives-xlvi-m-2-2022-21-2022,2022,True
6404,Data Science From Every Angle,10.1162/99608f92.c389b26b,2022,True
6405,Unrelenting Change,10.1007/978-3-030-89828-1_7,2023,True
6406,The Emerging Role of the Teacher of Vocational Agriculture.,10.31390/gradschool_disstheses.1564,2022,True
6407,East Asian American cultural essentialism,10.3389/forgp.2024.1337393,2024,True
6408,Achieving the transition to net zero in Australia,10.1787/9a56c9d2-en,2024,True
6409,Evaluation of Agricultural Technology Management Agency for dairy development,10.1016/b978-0-12-818752-4.00019-9,2019,True
6410,"Frontier, Region, Nation, and Crisis",10.1017/9781139022439.003,2017,True
6411,Characteristics and Motivational Factors of American Equine Journalists,10.4148/1051-0834.2412,2022,True
6412,Occupational Ideologies and Professionalization in Social Work.,10.31390/gradschool_disstheses.550,2022,True
6413,Integrated Urban Riverscape Planning: Spatial Prioritization for Environmental Equity,10.1061/aomjah.aoeng-0001,2023,True
6414,"VA EDH Data Curation Documentation – FY2021, Rev. 2",10.2172/1854468,2022,True
6415,An Analysis of Beef Cattle Prices.,10.31390/gradschool_disstheses.102,2022,True
6416,Technological Change before Globalization,10.5195/jwsr.2022.1061,2022,True
6417,"Cumulative Exposures to Environmental and Socioeconomic Risk Factors in Milwaukee County, Wisconsin",10.22541/essoar.169264787.78038422/v1,2023,True
6418,Perceptions of Female Superintendents within a Rural County in a Midwestern State,10.3776/tpre.2023.v13n1p52-69,2023,True
6419,A Holistic Approach to Stormwater Green Infrastructure,10.12974/2311-8741.2020.08.1,2020,True
6420,Broadband and Beyond: Getting Connected in the Fourth District,10.26509/frbc-cd-20231011,2023,True
6421,Persistent Poverty Disparities in Incidence and Outcomes Among Oral and Pharynx Cancer Patients,10.21203/rs.3.rs-3500446/v1,2023,True
6422,Health Policy in American Economic History,10.1093/oxfordhb/9780190882617.013.22,2018,True
6423,Internet Reviews,10.5860/crln.78.9.522,2017,True
6424,Satellite Data for Environmental Justice: A Scoping Review of the Literature in the United States,10.22541/essoar.170289987.76968114/v1,2023,True
6425,Fragmentation Analysis to Quantify the Changes in Forest Cover after the Massive Rohingya Refugee Influx in Bangladesh,10.21203/rs.3.rs-3253487/v1,2023,True
6426,"The Diabetes Location, Environmental Attributes, and Disparities Network: Protocol for Nested Case Control and Cohort Studies, Rationale, and Baseline Characteristics (Preprint)",10.2196/preprints.21377,2020,True
6427,Protecting Investments,10.1017/9781108555722.004,2018,True
6428,Identifying Urban Built Environment Factors in Pregnancy Care and Maternal Mental Health Outcomes,10.21203/rs.3.rs-234334/v1,2021,True
6429,Urban Civil Society,10.1017/9781139814867.007,2017,True
6430,Simulating desegregation through affordable housing development: an environmental health impact assessment of Connecticut zoning law,10.1101/2024.02.13.24302645,2024,True
6431,"War violence, nationalism, and party support: Evidence from Italy",10.35188/unu-wider/2023/330-7,2023,True
6432,Residential proximity to metal emitting industries and toenail metal concentration in the US Gulf States,10.21203/rs.3.rs-3210942/v1,2023,True
6433,Seizing the Market Opportunity of the Growing Latino and Caribbean Community in the United States,10.18235/0005199,2023,True
6434,Colorado: Budgetary Reform to Capitalize on Economic Growth,10.5070/p2cjpp9437347,2017,True
6435,Geographic Patterns of Language and Bilingualism in the United States,10.1080/23754931.2017.1396238,2018,True
6436,Geospatial and Machine Learning Regression Techniques for Analyzing Food Access Impact on Health Issues in Sustainable Communities,10.3390/ijgi10110745,2021,True
6437,Expanding Perspectives on Heredity,10.1525/hsns.2019.49.1.104,2019,True
6438,Modeling environmental impacts with care professionals &amp; examining hazardous air pollutants in environmental justice communities in Massachusetts,10.17760/d20487599,2023,True
6439,Phosphorus loading from onsite wastewater systems to a lake (at long time scales),10.1080/10402381.2018.1541031,2019,True
6440,Gynecological cancer survival and association with food deserts (037),10.1016/j.ygyno.2023.06.502,2023,True
6441,"Stigma, social and structural vulnerability, and mental health among transgender women: A partial least square path modeling analysis",10.1111/jnu.12906,2023,True
6442,Facilitating Rural Access to Quality Health Information through Little Free Libraries,10.31219/osf.io/vu84m,2022,True
6443,Uber to get groceries: Are ride-hail services accessing Chicago’s food deserts?,10.1080/07352166.2024.2337017,2024,True
6444,Geospatial Dataset Estimating Corn and Soy Inputs for Biofuel Production,10.5281/zenodo.8250829,2023,True
6445,Associations between Avocado Intake and Lower Rates of Incident Type 2 Diabetes in US Adults with Hispanic/Latino Ancestry,10.4236/jdm.2023.132010,2023,True
6446,"Strengths and opportunities to clinical trial enrollment among BIPOC, rural dwelling patients in the northwest United States: a retrospective study",10.3389/fphar.2024.1309072,2024,True
6447,Factors associated with the healthfulness of food shelf orders,10.1016/j.foodpol.2017.08.002,2017,True
6448,The Value of Clean Water: Evidence from an Environmental Disaster,10.18235/0005312,2023,True
6449,Associations between avocado intake and measures of glucose and insulin homeostasis in Hispanic individuals with and without type 2 diabetes: Results from the Hispanic Community Health Study/Study of Latinos (HCHS/SOL),10.1016/j.numecd.2023.08.002,2023,True
6450,Continuity and Change in Late Intermediate Period Households on the North Coast of Peru,10.5876/9781646420919.c008,2021,True
6451,Connectivity: insights from the U.S. Long Term Ecological Research Network,10.1002/ecs2.3432,2021,True
6452,Quantifying Social Inequalities in Flood Risk,10.1061/aomjah.aoeng-0017,2024,True
6453,UKRAINE IS MODERN. SCIENTIFIC STUDIES OF THE PAST AND PRESENT,10.46299/979-8-88896-532-0,2023,True
6454,Voices and perspectives of rural Hispanic households on food insecurity in west Texas: a qualitative study,10.1080/19320248.2018.1434105,2018,True
6455,"Alabama’s Forests, 2020.",10.2737/srs-rb-235,2023,True
6456,Determining Regional Differences in Barriers to Accessing Health Care Among Farmworkers Using the National Agricultural Workers Survey,10.1007/s10903-022-01406-9,2022,True
6457,De-skilling: Evidence from Late Nineteenth Century American Manufacturing,10.3386/w31334,2023,True
6458,Global Health Collaboration,10.1007/978-3-319-77685-9,2018,True
6459,Range‐wide occupancy trends for the Mojave desert tortoise (<i>Gopherus agassizii</i>),10.1002/ecs2.4462,2023,True
6460,The Landscape of War,10.1017/9781139022439.009,2017,True
6461,Price Based Policies for Managing Residential Land Development: Impacts on Water Quality,10.2139/ssrn.2983993,2017,True
6462,Food Insecurity in Maine Higher Education,10.53558/rgdk7733,2021,True
6463,"Energy-Water Nexus Knowledge Discovery Framework, Experts’ Meeting Report",10.2172/1426570,2018,True
6464,"The Bicycle Craze and its Spread to Merced, California",10.5070/h342038982,2018,True
6465,"Super-Localizing Food as Tourism Development™: Producing the 30 Mile Meal™ in Athens, Ohio",10.33915/etd.3859,2019,True
6466,Considering What Counts: Measuring Poverty,10.5038/1936-4660.17.1.1453,2024,True
6467,Downy Mildew of Lettuce in Florida,10.32473/edis-hs1403-2021,2021,True
6468,Hispanic worker attitudes toward pig euthanasia on U.S. farms,10.3389/fvets.2024.1281102,2024,True
6469,Food Insecurity Among Older Adults with a History of Incarceration,10.1101/2022.02.08.22270608,2022,True
6470,Demographic change and urban health: Towards a novel agenda for delivering sustainable and healthy cities for all,10.12688/f1000research.139309.2,2023,True
6471,COVID-19 Small Business Impacts in the Texas Coastal Bend: A Hyperlocal Approach for Small Towns &amp; Rural Communities,10.53703/001c.32573,2022,True
6472,Application of a High-Resolution Climate Model Dataset to Assess Habitat Suitability for Spotted Wing Drosophila in Southwest Idaho,10.18122/td.2073.boisestate,2024,True
6473,"White Politics, Black Lives, &amp; the Cost of Being Green: Environmental Racism in Emelle, Alabama",10.22543/2766-0796.1111,2023,True
6474,Comparison of Emergency Preparedness Practices between Food Assistance Program Participants and Non-Participants in the United States,10.3390/ijerph182412937,2021,True
6475,A Comprehensive Framework for Water Affordability Analysis,10.21203/rs.3.rs-4306196/v1,2024,True
6476,Factors that contribute to extraordinary stress in farmers,10.37433/aad.v5i1.401,2024,True
6477,"The Making of Modern US Citizenship and Alienage: The History of Asian Immigration, Racial Capital, and US Law",10.1017/s0738248023000019,2023,True
6478,Community forum identifies opportunities to engage with Eastern Kentucky community leaders about chronic disease and environmental pollution,10.1080/1533015x.2019.1597660,2019,True
6479,Grown Together: Local Food System Policy Tool Typologies and Bundling,10.33774/apsa-2022-swwqr,2022,True
6480,Contributors,10.1515/9781787444300-003,2019,True
6481,Challenges for climate change adaptation in Latin America and the Caribbean region,10.3389/fclim.2024.1392033,2024,True
6482,Three Essays on Health and Environmental Economics: Applications of Spatial Econometrics and Spatial Analysis,10.33915/etd.12258,2023,True
6483,The Intergenerational Health Effects of Forced Displacement: Japanese American Incarceration during WWII,10.3386/w31992,2023,True
6484,Nursing Leadership in Rural Hospitals: A Competency Needs Assessment,10.14574/ojrnhc.v22i1.701,2022,True
6485,Essays in the Consequences of Occupational Regulation,10.33915/etd.11306,2022,True
6486,"Assessment of air pollution removal by urban trees based on the i-Tree Eco Model: The case of Tehran, Iran",10.21203/rs.3.rs-2826244/v1,2023,True
6487,"Living with wildfire in Park County, Colorado",10.2737/rmrs-rn-97,2023,True
6488,Is Policy Greasing the Wheels of Global Palm Oil Trade?,10.36956/rwae.v4i2.859,2023,True
6489,Stress gradients structure spatial variability in coastal tidal marsh plant composition and diversity in a major Pacific coast estuary,10.3389/fevo.2023.1215964,2023,True
6490,A Sustainable Model of Social Bonding for Development of Tourism Destinations – Prospecting a Case for the Indian Himalayan Region,10.18843/rwjasc/v13i1/02,2022,True
6491,Mentoring Scholarship: Lessons Learned from Scott See,10.1080/02722011.2018.1481556,2018,True
6492,Government Expenditure Data Exploration &amp; Analysis Using Python,10.30958/ajs.8-2-3,2021,True
6493,Does Habitat Management for Northern Bobwhites Benefit the Red Imported Fire Ant?,10.7290/nqsp05xf4l,2017,True
6494,Three essays on migration,10.31274/td-20240329-803,2024,True
6495,Index,10.1017/9781108917537.018,2023,True
6496,Covid – 19 Pandemic And Primitive Kurumba Tribes In Nilgiris District Of Tamil Nadu – A Theorietical Perspectives,10.56902/irbe.2020.4.2.43,2020,True
6497,The Participation of Diverse Faculty and Graduate Students in U.S. Engineering Programs: Implications for Future Agricultural Technology,10.19080/artoaj.2017.09.555761,2017,True
6498,"Derechos humanos, saneamiento y alcantarillado",10.14201/azafea201921129157,2019,True
6499,Comparative Analysis of Unemployment Rates Between China and India,10.54254/2754-1169/54/20230912,2023,True
6500,Transnational Advocacy and the Politics of Sustainable Development in a Small Island Developing State: An Uncertain Future for the Grenada Dove,10.1177/1070496518756163,2018,True
6501,Wildfire effects on ecosystem services in two disparate California watersheds: A Case Study,10.21203/rs.3.rs-4189499/v1,2024,True
6502,"""I Just Had to Do Most Everything"": Gender, Settlement and American Empire in the Far West",10.15760/etd.7939,2022,True
6503,"Towards Rethinking the Water Conservation Techniques in Order to Deal for Drought Area, A Case of Jhansi",10.22214/ijraset.2023.57792,2023,True
6504,Liner Propagation Method Influences Growth of Container Grown Bottlebrush,10.21273/horttech05313-23,2024,True
6505,Evaluating plans for sustainable development in Arctic cities,10.1007/s13280-023-01974-6,2024,True
6506,Context Matters: Concepts of School Engagement in the Context of Geographic Isolation,10.4148/2637-4552.1142,2020,True
6507,Mississippi Semester: New Social Justice Approach to Teaching Empirical Reasoning in Context,10.5038/1936-4660.12.1.3,2019,True
6508,William Lewis Eagleson and the Origins of African American Newspapers in Kansas,10.58809/gxao6254,2022,True
6509,The Development of Public School Adult Academic Education in Louisiana.,10.31390/gradschool_disstheses.1024,2022,True
6510,Community Engagement: Transformation for Health Framework,10.1177/0894318418792890,2018,True
6511,Who is Sending Remittances? Understanding Global Networks of Support,10.33182/md.v2i3.2990,2023,True
6512,Special Education Teacher Preparation in Hungary,10.33043/8z88rb4y,2024,True
6513,Importing the Opioid Crisis? International Trade and Fentanyl Overdoses,10.3386/w31885,2023,True
6514,On the Controversies behind the Origins of the Federal Economic Statistics,10.3386/w25431,2019,True
6515,Crime in the new destinations,10.17760/d20001089,2021,True
6516,The “Great War” and the Jewish People: A Review Essay,10.1093/mj/kjy008,2018,True
6517,The Effects of Climate on South African Livelihoods,10.58809/fdmg3955,2020,True
6518,Gender and Racial Disparities in a Youth Urban Agriculture Workshop,10.34068/joe.56.04.25,2018,True
6519,Review,10.1016/j.jhg.2019.01.007,2019,True
6520,Home and Away: Drivers and Perceptions of Migration Among Urban Migrants and Their Rural Families in the Lower Mekong River Basin of Cambodia,10.1177/21632324231194763,2023,True
6521,Haitian immigrants and the Greater Caribbe an community of New York City: challenges and opportunities,10.14482/memor.21.184.756,2022,True
6522,Extensionism in Environmental Ethics,10.1017/9781139024105.011,2017,True
6523,Class and Preferences,10.1017/9781108594820.003,2019,True
6524,Commodifying Violence in Literature and on Screen,10.4324/9781003195702,2021,True
6525,A Risk Management Training Program Designed to Empower Urban Women Farmers,10.21273/hortsci17305-23,2023,True
6526,Helping Citizen Baby,10.1017/9781108227308.004,2018,True
6527,Adaptation Attitudes Are Guided by “Lived Experience” Rather than Electoral Interests: Evidence from a Survey Experiment in Bangladesh,10.3390/cli12040047,2024,True
6528,The Model T,10.3386/w31454,2023,True
6529,Being Indigenous in Jim Crow Virginia: Powhatan People and the Color Line,10.38118/978080619607,2022,True
6530,Washington: The Budget That Never Happened,10.5070/p2cjpp9437339,2017,True
6531,Comprehensive planning in Louisiana,10.31390/gradschool_theses.4252,2022,True
6532,Homogenous access to fetal cardiac care in a heterogeneous state,10.1017/s1047951123002536,2023,True
6533,Harvesting,10.2307/jj.6445823,2023,True
6534,Need to necessity: carriage advertising in the Gilded Age,10.1080/2373518x.2019.1611163,2019,True
6535,Does the Automobile still Guide Modesto?,10.46569/ua.v42i0.3649,2023,True
6536,FROM VILLAGE COMMONS TO PUBLIC GOODS,10.3167/9781800739000,2023,True
6537,The Role of Cliometrics in History and Economics,10.5040/9781350927926.117,2022,True
6538,Agricultural Problems of India.,10.31390/gradschool_disstheses.7959,2022,True
6539,Manufacturing Matters: A Case Study of Alabama,10.7176/jesd/11-6-12,2020,True
6540,The perils of working with Big Data and a SMALL framework you can use to avoid them,10.21033/wp-2020-35,2020,True
6541,Interactions and social attitudes in American communities,10.1080/0022250x.2016.1271798,2017,True
6542,Analysis and study of water resources management system at home and abroad,10.1051/matecconf/201824601091,2018,True
6543,Measuring birth outcomes in New York State using a multidimensional approach,10.1111/nuf.12224,2017,True
6544,"Air quality, health, and equity impacts of vehicle electrification in India",10.1088/1748-9326/ad1c7a,2024,True
6545,Cinco Dedos: A Mexican American Studies Framework,10.24974/amae.15.2.424,2021,True
6546,Urban Economic Structures as Multidimensional Networks: A Complex Systems Framework for Analyzing Economic Development Trajectories,10.1155/2024/5521625,2024,True
6547,"Recipes for resistance: Practical applications of restorative food justice in New Haven, Connecticut",10.5304/jafscd.2021.104.025,2021,True
6548,An assessment of efficiency and productivity analysis of manufacturing industries in Bangladesh,10.33094/ijaefa.v16i2.969,2023,True
6549,Climate extremes,10.17760/d20316352,2021,True
6550,"Assisting Nature: Ducks, “Ding” and DU by Arnold van der Valk",10.1672/ucrt083-253,2018,True
6551,Some Variants of Constrained Estimation in Finite Population Sampling,10.1111/insr.12309,2018,True
6552,PMH40 TRENDS IN ATYPICAL ANTIPSYCHOTIC MEDICATION USE IN US ADULTS,10.1016/j.jval.2020.04.659,2020,True
6553,The Role of Municipal Statistics in Georgia,10.33422/7th.imeconf.2023.05.101,2023,True
6554,The Interrogation of Hummingbird: A Qualitative Overview of Traditional Systems Oppression of the Oklahoma Indians,10.11114/ijecs.v5i1.5513,2022,True
6555,Prioritizing water availability study settings to address geogenic contaminants and related societal factors,10.1007/s10661-024-12362-2,2024,True
6556,Constructing Race,10.2478/bjals-2023-0002,2022,True
6557,Predicting Patient Mortality for Earlier Palliative Care Identification in Medicare Advantage Plans: Features of a Machine Learning Model,10.2196/42253,2023,True
6558,Trading Trees for Concrete Blocks; The Developmental Path in Abokobi in the Ga East Municipality,10.7176/jees/10-7-09,2020,True
6559,Gertrude M. Cox and Statistical Design,10.1090/noti1811,2019,True
6560,Urban Forestry: Growing a Fuller Canopy,10.47611/jsrhs.v11i4.3485,2022,True
6561,Is constitutional democracy in India in crisis?,10.1108/pap-02-2023-0023,2023,True
6562,The Bangladeshi Diaspora in the United States: History and Portrait,10.3390/genealogy7040081,2023,True
6563,"Assessing ground and surface water quality at redox interfaces across the Shenandoah valley, Virginia",10.18277/akrsg.2022.34.06,2022,True
6564,"Perceptions on Climate Change and Satisfaction on Adaptive Measures: Farmer Field Evidence from Punjab, Pakistan",10.37394/232015.2023.19.102,2023,True
6565,The Convergence Of Creative Enterprise And Engineering Technology Education,10.18260/1-2--14047,2020,True
6566,"Corrido! The Living Ballad of Mexico's Western Coast. John Holmes McDowell. Albuquerque, NM: University of New Mexico Press, 2015. 435 pp.",10.1111/jlca.12274,2017,True
6567,Nationwide assessment of leadership development for graduate students in the agricultural plant sciences,10.1371/journal.pone.0279216,2023,True
6568,Three Essays on Trade and Local Labor Markets,10.33915/etd.6621,2019,True
6569,Occupational Health: Overview,10.1016/b978-0-12-803678-5.00313-1,2017,True
6570,"Association between sociodemographic factors, clinic characteristics and mental health screening rates in primary care",10.1371/journal.pone.0301125,2024,True
6571,Flawed Assumptions of Welfare Participation: A Comparative Analysis of Ohio and North Carolina Counties,10.15453/0191-5096.4264,2020,True
6572,Digging in: Toward a more just urban garden land policy,10.5304/jafscd.2023.124.013,2023,True
6573,Smart Tech Deployment and Governance in Philadelphia,10.1017/9781108938532.008,2023,True
6574,"Tenuous Unity: Federalism, Local Governments, and Politics in Nigeria",10.1017/9781316832110.004,2017,True
6575,A History of Ecojustice and Sustainability: The Place Where Two Rivers Meet,10.1007/978-3-031-13536-1_2,2023,True
6576,Facilitators and Barriers to Farmers’ Market Use in a Rural Area,10.34068/joe.60.02.08,2022,True
6577,Economic influence activities and the strategic location of investment,10.1017/bap.2022.11,2022,True
6578,Rural Life,10.1017/9780511819360.002,2018,True
6579,"Concepts, Characterizations, and Cautions: A Public Health Guide and Glossary for Planning Food Environment Measurement",10.2174/18749445-v16-230821-2023-51,2023,True
6580,Automating Regularized Sensitivity Encoding Reconstruction via Genetic Algorithm for MRI Robotics,10.1109/cbs.2018.8612205,2018,True
6581,Health Disparities for Rural Youth,10.33790/jphip1100207,2022,True
6582,Market Analysis of Five Guys,10.2991/aebmr.k.220307.355,2022,True
6583,The Origins of Slaves Leaving West Central Africa,10.1017/9781316771501.005,2017,True
6584,Toward Sustainable Biocultural Tourism: An Integrated Spatial Analysis of Cultural and Biodiversity Richness in Colombia,10.1101/2024.02.01.578429,2024,True
6585,Food insecurity and physical functioning in Boston area Puerto Rican older adults,10.1017/s1368980022000301,2022,True
6586,Reply on RC2,10.5194/hess-2021-312-ac2,2022,True
6587,Solar Resource and Infrastructure Assessment for the Town of Blandford,10.2172/2394642,2020,True
6588,Reply on RC1,10.5194/hess-2021-312-ac1,2022,True
6589,A Culturally Responsive Literacy Approach to Develop Scientific Conceptual Knowledge through Creative Narratives,10.5590/jerap.2021.11.1.28,2021,True
6590,“There Should Be No Life”: Environmental Perspectives on Genocide in Northern Iraq,10.1080/14623528.2023.2254555,2023,True
6591,For the Public Good: Incorporating Civic Science into Undergraduate STEM Education,10.38126/jspg200207,2022,True
6592,The impact of the spatial population distribution on economic growth: Evidence from the United States,10.1111/jors.12701,2024,True
6593,"Diversity of sand flies and Leishmania parasites in an active cutaneous leishmaniasis transmission site in rural Guatemala, 2022",10.21203/rs.3.rs-4016990/v1,2024,True
6594,Inflationary Pressures Surrounding COVID – Are Price Increases Consistent With Changes in Costs,10.33423/jabe.v26i1.6888,2024,True
6595,"Factors Associated with Continued Jogini Practice in Telanaga, India",10.15566/cjgh.v10i2.769,2023,True
6596,Student Impact on Health: Providing Collaborative Care to Underserved Populations with the Implementation of a Mobile Health Program,10.15640/ijn.v4n2a1,2017,True
6597,"Mobile Passages: Unpacking the Seasonal Lifestyle from Quebec to Topeekeegee Yugnee (TY) RV Park, Broward County, Southeast Florida",10.25148/etd.fidc010252,2021,True
6598,Sense of Place and Perceived Impacts in the Rural Industrialized Nexus: Insights for Sustainability Pathways,10.1007/s00267-024-01969-3,2024,True
6599,American Indian and Alaska Native Worker Safety and Health Strategic Plan.,10.26616/nioshpub2023123,2023,True
6600,"“Out, Damned Spot”: The art and science of forensic restoration",10.1042/bio_2023_141,2023,True
6601,Historic Ohlone Resource Distribution within the Alameda Creek Watershed,10.31979/etd.3y47-ug3h,2022,True
6602,Introduction: The West and America,10.1017/9781139022439.002,2017,True
6603,"Assessment of Restoration Potential in the Catchments ofPavana, Chaskaman and Dimbhe Dams in Northern Western Ghats",10.54081/jes.026/04,2018,True
6604,Plant and insect community responses to manure application in prairies,10.31274/td-20240329-586,2023,True
6605,A Middle School Program To Attract Native American Students To Stem Higher Education,10.18260/1-2--15402,2020,True
6606,"Chinese Immigration to California: Welcomed Workers, Shunned Immigrants",10.32996/jhsss.2020.2.5.7,2020,True
6607,A Preliminary Assessment of Rural Corruption in China,10.18061/ijrc.v6i1.8625,2021,True
6608,Minnesota Cottage Food Industry: Insights from Extension Food Safety Education,10.34068/joe.60.03.11,2022,True
6609,Exporting and Technology Adoption in Brazil,10.1017/s1474745623000186,2023,True
6610,Mapping Socioeconomic Conditions Using Satellite Imagery: A Computer Vision Approach for Developing Countries,10.21203/rs.3.rs-3318082/v1,2023,True
6611,"Examining Species Diversity and Urban Forest Resilience in the Milwaukee, Wisconsin (USA) Metropolitan Area",10.48044/jauf.2023.017,2023,True
6612,Qualitative Exploration of Farm to School Program Adoption and Expansion in Massachusetts Schools,10.1080/19320248.2019.1610539,2019,True
6613,The Impact of the Wwi Agricultural Boom and Bust on Female Opportunity Cost and Fertility,10.2139/ssrn.3649894,2020,True
6614,"Slave Past, Modern Lives: An Analysis of the Legacy of Slavery and Contemporary Life Expectancy in the American South",10.1177/00219347221095167,2022,True
6615,Sources and cycling of nitrogen in a New England river discerned from nitrate isotope ratios,10.5194/bg-2020-390,2020,True
6616,Local elections 2021: an overview of survey research,10.52123/1994-2370-2022-648,2022,True
6617,Trust and Communication: Cornerstones of Care,10.18043/001c.74492,2023,True
6618,Nightlights and Subnational Economic Activity: Estimating Departmental GDP in Paraguay,10.3390/rs14051150,2022,True
6619,Ocular Injury in United States Emergency Departments: Seasonality and Annual Trends Estimated from a Nationally Representative Dataset,10.1016/j.ajo.2018.04.020,2018,True
6620,The Impact of the Baby Boom on the Society in the United States,10.47611/jsrhs.v11i4.3770,2022,True
6621,Response Burden Management for Establishment Surveys at Four National Statistical Institutes,10.2478/jos-2018-0018,2018,True
6622,Urban Growth and Its Aggregate Implications,10.3982/ecta17936,2023,True
6623,“Availability of healthcare providers for rural veterans eligible for purchased care under the veterans choice act”,10.1186/s12913-018-3108-8,2018,True
6624,"Global modeling of the socioeconomic, political, and environmental relations of farmer seed systems (FSS): Spatial analysis and insights for sustainable development",10.1525/elementa.2022.00069,2023,True
6625,FitnessGram Assessment Results in Five Rural Counties of Georgia,10.20429/jgpha.2020.080105,2020,True
6626,"Physical, Mental, and Financial Impacts From Drought in Two California Counties, 2015",10.2105/ajph.2017.303695,2017,True
6627,Risk Factors for Human Brucellosis in Northern Tanzania,10.4269/ajtmh.17-0125,2018,True
6628,Trends in Gaps of Care for Congenital Heart Disease Patients: Implications for Social Determinants of Health and Child Opportunity Index,10.1101/2024.02.06.24302427,2024,True
6629,Large river habitat complexity and productivity of Puget Sound Chinook salmon,10.1371/journal.pone.0205127,2018,True
6630,"Contribution of natural resource exploitation of stone, impact on livelihood and rural development in West Region of Cameroon.",10.47672/aja.812,2021,True
6631,Reply on RC2,10.5194/essd-2021-400-ac2,2022,True
6632,The Fundamentals of the State,10.1146/annurev-anthro-041320-013018,2022,True
6633,A Community Engagement Method to Design Patient Engagement Materials for Cardiovascular Health,10.1370/afm.2173,2018,True
6634,"Homeowners’ Prioritization of Landscape Features Regarding Aesthetic, Environmental, Financial, and Psychological Benefits",10.21273/horttech05249-23,2023,True
6635,The Value of Education Between Two African American Male Populations in a Rural Southern Community,10.9741/2578-2118.1087,2021,True
6636,Revisiting the ESA model: a historical test,10.1057/s41309-018-00046-5,2018,True
6637,Rural America Lost Population Over the Past Decade for the First Time in History,10.34051/p/2022.04,2022,True
6638,Sustainable Climate Change Adaptation in Indian Country,10.1175/wcas-d-16-0121.1,2017,True
6639,A Drug Discovery and Biomedical Research Training Program for Underserved Minority Youth,10.15695/jstem/v6i2.05,2023,True
6640,A Resource Guide to the Study of Contemporary Pennsylvnia Politics and Government,10.15367/com.v10i1.528,2022,True
6641,Medicalization of Rural Poverty: Challenges for Access,10.1177/1073110518804219,2018,True
6642,Reply on RC1,10.5194/essd-2021-400-ac1,2022,True
6643,"Using Watershed Boundaries to Map Adverse Health Outcomes: Examples From Nebraska, USA",10.1177/1178630217751906,2018,True
6644,The Use and Misuse of Income Data and Extreme Poverty in the United States,10.1086/711227,2021,True
6645,Gated gardens: Effects of urbanization on community formation and commons management in community gardens,10.1016/j.geoforum.2018.07.014,2018,True
6646,“Keep Our Walmart Open!”: What Happens When Walmart Closes Its Doors and Moves Away from Small Town Rural America?,10.4108/eai.14-9-2021.2317172,2022,True
6647,Modeling and predicting evacuation flows during hurricane Irma,10.1140/epjds/s13688-020-00247-6,2020,True
6648,"Associations of parks, greenness, and blue space with cardiovascular and respiratory disease hospitalization in the US Medicare cohort",10.1016/j.envpol.2022.120046,2022,True
6649,"Integrated science strategy for assessing and monitoring water availability and migratory birds for terminal lakes across the Great Basin, United States",10.3133/cir1516,2023,True
6650,Life after crossing the border: Assimilation during the first Mexican mass migration,10.1016/j.eeh.2021.101403,2021,True
6651,Argentine trade policies in the XX century: 60 years of solitude,10.1007/s40503-017-0050-9,2018,True
6652,"Racial Disparities Associated with Increased Burden of Sexually Transmitted Infections in North Carolina, Southeastern United States",10.3390/venereology2040015,2023,True
6653,"In the land of Iara, Iracema and Macyrajara, what health practices will I offer? Analysis of the trajectories and perspectives of health policies for indigenous peoples in Brazil",10.33448/rsd-v10i11.18992,2021,True
6654,"Just agricultural science: The green revolution, biotechnologies, and marginalized farmers in Africa",10.1525/elementa.2022.00144,2023,True
6655,A broadband integrated time series (BITS) for longitudinal analyses of the digital divide,10.1371/journal.pone.0250732,2021,True
6656,"COVID-19 and the political geography of racialisation: Ethnographic cases in San Francisco, Los Angeles and Detroit",10.1080/17441692.2021.1908395,2021,True
6657,The value of a craft brewery: On the relationship between craft breweries and property values,10.1111/grow.12292,2019,True
6658,The Environmental Impacts of Protected Area Policy,10.3386/w31873,2023,True
